625,Trent,West,12,,Geelong,,
626,Justin,Westhoff,39,,Port Adelaide,,
627,Mark,Whiley,42,,GWS,,
628,Jesse,White,18,,Sydney,,
629,Matt,White,35,,Richmond,,
630,Simon,White,43,,Carlton,,
631,Brendan,Whitecross,11,,Hawthorn,,
632,Lachie,Whitfield,6,,GWS,,
633,Joel,Wilkinson,38,,Gold Coast,,
634,Marley,Williams,46,,Collingwood,,
635,Tom,Williams,12,,Western Bulldogs,,
636,Zac,Williams,51,,GWS,,
637,Blayne,Wilson,30,,West Coast,,
638,Nathan,Wilson,16,,GWS,,
639,Jason,Winderlich,8,,Essendon,,
640,Ollie,Wines,16,,Port Adelaide,,
641,Chad,Wingard,20,,Port Adelaide,,
642,Jarrod,Witts,15,,Collingwood,,
643,Easton,Wood,10,,Western Bulldogs,,
644,Matthew,Wright,11,,Adelaide,,
645,Sam,Wright,19,,North Melbourne,,
646,Nathan,Wright,34,,St Kilda,,
647,Chris,Yarran,13,,Carlton,,
648,Elliot,Yeo,26,,Brisbane,,
649,Tom,Young,31,,Western Bulldogs,,
650,Clinton,Young,14,,Collingwood,,
651,David,Zaharakis,11,,Essendon,,
652,Jack,Ziebell,7,,North Melbourne,,
653,Dayne,Zorko,15,,Brisbane,,
